entity_id,manufacturer,family,model_code,canonical_name,lifecycle_status,refrigerant,phase,rated_cooling_kw,max_cooling_kw,cooling_min_kw,indoor_airflow_min_lps,tcspf_hot,dnp_reason,dnp_updated_at,disposition_evidence_id
ef2fa1a9-a037-4497-94c6-21bfb60986a3,Mitsubishi Electric,Mitsubishi Electric PEA-M-GAA,PEA-M100GAA / PUZ-ZM100YKA-A,Mitsubishi Electric PEA-M100GAA / PUZ-ZM100YKA-A,current,,,10.0,11.4,,,,"Official AU manufacturer data: R32 but minimum indoor airflow 567 L/s and cooling minimum 4.0-4.9 kW depending outdoor; unremarkable for low-load/small-zone objective; retained, not removed",2026-09-17T04:55:00.433375+00:00,
06a1b4b4-2750-4788-9dc3-3cd362371243,Mitsubishi Electric,Mitsubishi Electric PEA-M-HAA,PEA-M100HAA / PUZ-M100VKA-A,Mitsubishi Electric PEA-M100HAA / PUZ-M100VKA-A,current,R32,single-phase,10.0,10.6,4.0,500,4.73,"Low-load dominance prune: Mitsubishi Electric PEA-M100HAA/PUZ-M100VKA-A publishes 4.0 kW minimum cooling and 500 L/s minimum airflow with TCSPF average 4.03. Comparable current ~10 kW survivors materially outperform it for this project objective, including ActronAir ASPIRE 10.2 kW (2.3 kW minimum, 139 L/s, TCSPF 5.003) and Rinnai 10.5 kW (2.61 kW, 167 L/s, TCSPF 5.241).",2026-09-18T06:13:14.927816+00:00,7b34700a-b566-4092-ae53-2808ce552905
5e6b263b-5a5e-4b65-8082-6e1cbe6b9623,Mitsubishi Electric,Mitsubishi Electric PEA-M-HAA,PEA-M100HAA / PUZ-ZM100VKA-A,Mitsubishi Electric PEA-M100HAA / PUZ-ZM100VKA-A,current,R32,single-phase,10.0,11.4,4.9,500,,"Low-load dominance prune: Mitsubishi Electric PEA-M100HAA/PUZ-ZM100VKA-A publishes 4.9 kW minimum cooling and 500 L/s minimum airflow. Multiple current ~10 kW ducted survivors have substantially lower minimum capacity and airflow, including ActronAir ASPIRE and Rinnai B1A; no compensating low-load advantage is evident.",2026-09-18T06:13:14.927816+00:00,6dec745b-5ad3-4eda-bd6e-8f5597e8ee16
7ed8c32f-5aed-4e51-aad1-98417a191235,Mitsubishi Electric,Mitsubishi Electric PEA-M-HAA,PEA-M100HAA / PUZ-ZM100YKA2-A,Mitsubishi Electric PEA-M100HAA / PUZ-ZM100YKA2-A,current,R32,three-phase,10.0,11.4,4.9,500,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,86bc8c41-ceae-4438-8b47-2f8fac4ffca6
9d666f68-57da-4a98-9134-7242a4b0bb28,Mitsubishi Electric,Mitsubishi Electric PEA-M-GAA,PEA-M125GAA / PUZ-M125VKA,Mitsubishi Electric PEA-M125GAA / PUZ-M125VKA,current,,,12.0,13.5,6.0,800.0,,"official AU data: published cooling minimum >5.2 kW AND minimum indoor airflow >400 L/s; poor low-load/small-zone fit; retained, not removed",,
31a96456-18d3-4fda-a574-8b405854d2ad,Mitsubishi Electric,Mitsubishi Electric PEA-M-GAA,PEA-M125GAA / PUZ-ZM125VKA-A,Mitsubishi Electric PEA-M125GAA / PUZ-ZM125VKA-A,current,,,12.5,14.0,5.5,800.0,,"official AU data: published cooling minimum >5.2 kW AND minimum indoor airflow >400 L/s; poor low-load/small-zone fit; retained, not removed",,
61dacd7c-1f4e-4bec-ab3a-911086f59a9a,Mitsubishi Electric,Mitsubishi Electric PEA-M-GAA,PEA-M125GAA / PUZ-ZM125YKA-A,Mitsubishi Electric PEA-M125GAA / PUZ-ZM125YKA-A,current,,,12.5,14.0,5.5,800.0,,"official AU data: published cooling minimum >5.2 kW AND minimum indoor airflow >400 L/s; poor low-load/small-zone fit; retained, not removed",,
d12c9dab-3bfd-417e-b075-e67b0c3aa834,Mitsubishi Electric,Mitsubishi Electric PEA-M-HAA,PEA-M125HAA / PUZ-M125VKA-A,Mitsubishi Electric PEA-M125HAA / PUZ-M125VKA-A,current,,,12.0,13.5,,,,"Official AU manufacturer data: published cooling minimum >5.0 kW; retained, not removed",,
fa256334-6e99-4b71-b77a-ce2252279db7,Mitsubishi Electric,Mitsubishi Electric PEA-M-HAA,PEA-M125HAA / PUZ-ZM125VKA-A,Mitsubishi Electric PEA-M125HAA / PUZ-ZM125VKA-A,current,,,12.5,14.0,,,,"Official AU manufacturer data: published cooling minimum >5.0 kW; retained, not removed",,
148e9359-6fee-4af9-90c0-05fd15d3e3de,Mitsubishi Electric,Mitsubishi Electric PEA-M-HAA,PEA-M125HAA / PUZ-ZM125YKA-A,Mitsubishi Electric PEA-M125HAA / PUZ-ZM125YKA-A,current,,,12.5,14.0,,,,"Official AU manufacturer data: published cooling minimum >5.0 kW; retained, not removed",,
0599543f-53a6-43a2-80ad-57b07c99f007,Mitsubishi Electric,Mitsubishi Electric PEAD-M,PEAD-M100JAAD / PUZ-M100VKA,Mitsubishi Electric PEAD-M100JAAD / PUZ-M100VKA,current,R32,single-phase,,,4.0,400,,"Low-load dominance prune: Mitsubishi Electric PEAD-M100JAAD/PUZ-M100VKA publishes 4.0 kW minimum cooling and 400 L/s minimum airflow. Comparable current ~10 kW ducted survivors materially improve both low-load capacity and airflow, including ActronAir ASPIRE 10.2 kW (2.3 kW, 139 L/s) and Rinnai 10.5 kW (2.61 kW, 167 L/s).",2026-09-18T06:13:14.927816+00:00,f33755e2-0808-4eb6-bc69-7e55c8ebb348
bc860a64-5c4f-4a8b-860b-24f35b6883b4,Mitsubishi Electric,Mitsubishi Electric PEAD-M,PEAD-M100JAAD / PUZ-ZM100VKA-A,Mitsubishi Electric PEAD-M100JAAD / PUZ-ZM100VKA-A,current,R32,single-phase,,,4.9,400,,Low-load dominance prune: Mitsubishi Electric PEAD-M100JAAD/PUZ-ZM100VKA-A publishes 4.9 kW minimum cooling and 400 L/s minimum airflow. Comparable current ~10 kW ducted survivors materially improve both measures; no compensating low-load advantage is evident.,2026-09-18T06:13:14.927816+00:00,70b174a2-9774-4f34-aeee-e3f3ca4a3843
f7a43b38-3bd9-4c30-8568-a2164d9ec2c0,Mitsubishi Electric,Mitsubishi Electric PEAD-M,PEAD-M100JAAD / PUZ-ZM100YKA-A,Mitsubishi Electric PEAD-M100JAAD / PUZ-ZM100YKA-A,current,R32,three-phase,,,4.9,400,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,0e3af964-f450-46bc-a0ad-db852c4f72d1
9adfa0f9-a958-417f-8a79-e55040500bea,Mitsubishi Electric,Mitsubishi Electric PEAD-M,PEAD-M125JAAD / PUZ-M125VKA,Mitsubishi Electric PEAD-M125JAAD / PUZ-M125VKA,current,,,,,,,,"official Australian manufacturer specification: published cooling capacity minimum >5.0 kW; retained, not removed",2026-09-17T04:47:05.958421+00:00,
973f20b2-45a9-4761-8d1b-3cc3cf744601,Mitsubishi Electric,Mitsubishi Electric PEAD-M,PEAD-M125JAAD / PUZ-ZM125VKA-A,Mitsubishi Electric PEAD-M125JAAD / PUZ-ZM125VKA-A,current,,,,,,,,"official Australian manufacturer specification: published cooling capacity minimum >5.0 kW; retained, not removed",2026-09-17T04:47:05.958421+00:00,
79ec036b-1ebe-4161-a3cf-38c370cd040f,Mitsubishi Electric,Mitsubishi Electric PEAD-M,PEAD-M125JAAD / PUZ-ZM125YKA-A,Mitsubishi Electric PEAD-M125JAAD / PUZ-ZM125YKA-A,current,,,,,,,,"official Australian manufacturer specification: published cooling capacity minimum >5.0 kW; retained, not removed",2026-09-17T04:47:05.958421+00:00,
10e25347-7768-48ed-8aab-6ac45a011791,Panasonic,Panasonic PE4,S-100PE4R / U-100PZ4R5,Panasonic S-100PE4R / U-100PZ4R5,current,R32,single-phase,9.50,11.00,3.0,483,,"User pruning rule 2026-09-18: two confirmed efficiency strikes. Official Panasonic AU data: residential average TCSPF 4.09 and EER 3.17, both bottom 10%.",2026-09-18 06:44:29.844487+00,
8472a978-69c0-4d0b-bb17-70e2b1d849b9,Panasonic,Panasonic PE4,S-100PE4R / U-100PZ4R8,Panasonic S-100PE4R / U-100PZ4R8,current,R32,three-phase,10.00,11.50,2.7,483,5.02,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,203e5571-2909-47ad-8d9e-85841715de06
e299bbbf-a726-40e7-8797-a0afef730e48,Panasonic,Panasonic PE4,S-100PE4R / U-100PZH3R8,Panasonic S-100PE4R / U-100PZH3R8,current,R32,three-phase,10.00,12.50,3.1,483,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,d9331572-1fcb-45b4-9ac0-3a1b18b7a520
c16f8275-fe4b-4e5a-9888-5df791417e41,Panasonic,Panasonic PF3,S-1014PF3E / U-100PZ4R8,Panasonic S-1014PF3E / U-100PZ4R8,current,R32,three-phase,9.50,11.40,,350,5.23,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,f6a33a18-cd92-46c7-97a7-0d43ffae1522
84006f31-e3c6-4a66-9029-c29d65a093ed,Panasonic,Panasonic PF3,S-1014PF3E / U-100PZH3R8,Panasonic S-1014PF3E / U-100PZH3R8,current,R32,three-phase,9.50,11.50,,350,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,a0239f76-0b42-4e8b-b787-c8638254548f
caed1fcb-6318-405c-a320-b22940743a46,Panasonic,Panasonic PF3,S-1014PF3E / U-125PZ4R8,Panasonic S-1014PF3E / U-125PZ4R8,current,R32,three-phase,12.10,13.50,,384,4.96,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,a12f3897-fc02-43f0-8591-3dae3ae4a941
e3607419-981f-4ddd-91cd-0fe342b482c9,Panasonic,Panasonic PF3,S-1014PF3E / U-125PZH3R8,Panasonic S-1014PF3E / U-125PZH3R8,current,R32,three-phase,12.10,13.50,,384,5.37,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,1d7573e3-3151-4187-8b27-ebe5b25e505b
8daec69e-0b87-4d09-be96-3c40d755e584,Panasonic,Panasonic PE4,S-125PE4R / U-125PZ4R5,Panasonic S-125PE4R / U-125PZ4R5,current,R32,single-phase,12.50,13.50,3.2,600,,"Pruned 2026-09-18 after sibling review: official Panasonic data show 600 L/s minimum airflow, EER 3.55 and TCSPF average 4.54. Deluxe U-125PZH3R5 sibling has the same 3.2 kW minimum and 600 L/s airflow but materially better EER 3.79 and TCSPF 4.93, so PZ4R is dominated.",2026-09-18 06:50:55.431937+00,
ff3ded3a-9a28-417b-860e-e2d51c0b4ce2,Panasonic,Panasonic PE4,S-125PE4R / U-125PZ4R8,Panasonic S-125PE4R / U-125PZ4R8,current,R32,three-phase,12.50,13.50,3.3,600,5.05,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,a2e48818-11c9-457a-9981-fdc67922af6a
3d016ff4-8907-4fd6-b2c6-370832a9ce32,Panasonic,Panasonic PE4,S-125PE4R / U-125PZH3R8,Panasonic S-125PE4R / U-125PZH3R8,current,R32,three-phase,12.50,14.00,3.2,600,5.53,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,c67e331a-7811-47a1-8cd2-1a8fdad72372
5e7ebc7c-6907-419e-a8f4-2ec92b4ebcbb,Samsung,Samsung Ducted R32,AC090HEHDKG/SA / AC090HCADKG/SA,Samsung AC090HEHDKG/SA / AC090HCADKG/SA,current,R32,single-phase,8.5,11.5,,,4.004,Official Samsung Australia exact product page says Not for sale; excluded from new-install candidate research.,2026-09-18T05:00:43.673832+00:00,88e97360-b0dd-4588-8d75-b607f2dfaba6
48469d45-dde4-4c02-9cd0-45ef8bd5b5f9,Samsung,Samsung Ducted R32,AC090TNHDKG/SA / AC090TXAPKG/SA,Samsung AC090TNHDKG/SA / AC090TXAPKG/SA,current,R32,single-phase,8.5,11.5,3.0,370,,Official Samsung Australia exact outdoor-unit page says Not for sale for the exact paired outdoor unit; excluded from new-install candidate research.,2026-09-18T05:00:43.673832+00:00,82a173ec-1e5c-421c-8e6f-2a28b0285961
439c0c87-eb27-47c5-9f3e-da890b34ca4b,Samsung,Samsung Ducted R32,AC100HEHPKG/SA / AC100HCADKG/SA,Samsung AC100HEHPKG/SA / AC100HCADKG/SA,current,R32,single-phase,10.0,12.0,,,4.581,Official Samsung Australia exact product page says Not for sale; excluded from new-install candidate research.,2026-09-18T05:00:43.673832+00:00,ee58b05f-3bdc-40ac-9169-b1984c79de90
b655738f-d9a7-4ca6-a5a0-93e902c89110,Samsung,Samsung Ducted R32,AC100TNHDKG/SA / AC100TXAPKG/SA,Samsung AC100TNHDKG/SA / AC100TXAPKG/SA,current,R32,single-phase,10.0,12.0,4.3,450,,Official Samsung Australia exact outdoor-unit page says Not for sale for the exact paired outdoor unit; excluded from new-install candidate research.,2026-09-18T05:00:43.673832+00:00,0f8c9648-40b5-45a3-95d3-00288a0eec8d
22fa217d-07b7-4fa1-8e68-a8370abb26c0,Samsung,Samsung Ducted R32,AC100TNHDKG/SA / AC100TXAPNG/SA,Samsung AC100TNHDKG/SA / AC100TXAPNG/SA,current,R32,three-phase,10.0,12.0,4.3,450,,three-phase system; outside intended residential installation scope.,2026-09-18T03:47:07.763869+00:00,f6cdbe21-5ca9-4365-a821-5ea2ccb8b9ed
acdc0800-13dc-497f-8c15-26b7a78f88d6,Samsung,Samsung Ducted R32,AC120HEHFKG/SA / AC120HCAPKG/SA,Samsung AC120HEHFKG/SA / AC120HCAPKG/SA,current,R32,single-phase,,,5.2,600,4.700,Official Samsung Australia exact product page says Not for sale; excluded from new-install candidate research.,2026-09-18T05:00:43.673832+00:00,4188f372-0f87-471f-9edb-941cc3bbe8c0
209d3d2b-51ec-4e4c-8e3b-24dc6d0fc38c,Samsung,Samsung Ducted R32,AC120TNHDKG/SA / AC120TXAPKG/SA,Samsung AC120TNHDKG/SA / AC120TXAPKG/SA,current,R32,single-phase,12.0,14.0,4.5,500,,Official Samsung Australia exact system page says Not for sale; excluded from new-install candidate research.,2026-09-18T05:00:43.673832+00:00,a7bc33b2-858b-4a95-8a88-cbeddf637926
e94895ac-b504-4d99-b543-60829cf5fb61,Samsung,Samsung Ducted R32,AC120TNHDKG/SA / AC120TXAPNG/SA,Samsung AC120TNHDKG/SA / AC120TXAPNG/SA,current,R32,three-phase,12.0,14.0,4.5,500,,three-phase system; outside intended residential installation scope.,2026-09-18T03:47:07.763869+00:00,8e5e7474-7f2f-44c2-8264-c6143ce0d583
750cca0d-9b03-49c3-9d52-a424628ec2e6,Samsung,Samsung Ducted R32,AC120TNHPKG/SA / AC120TXAPKG/SA,Samsung AC120TNHPKG/SA / AC120TXAPKG/SA,current,R32,,12.5,16.5,,,,"Official Samsung Australia exact-model data publishes cooling Min/Std/Max 5.2/12.5/16.5 kW; 5.2 kW minimum exceeds the Stage-2 >5.0 kW hard triage threshold. Retained, not removed.",2026-09-18T02:24:58.6736+00:00,
4e77e297-96b6-45f3-a73b-47df0f6a959f,TECO,TECO R410A Ducted,TDS105HVDM / TSO105HVDM,TECO TDS105HVDM / TSO105HVDM,current,R410A,,10.50,12.50,4.2,361,,R410A system; excluded from new-install candidate research.,2026-09-18T03:23:42.898799+00:00,cfb43d92-3c3b-4ce2-8c3a-007bf18eab7c
6d30c7dd-6001-4f00-ac29-26ba12c5bf9c,TECO,TECO R32 Ducted,TDS125HVSWDG / TSO125HVWDG,TECO TDS125HVSWDG / TSO125HVWDG,current,R32,single-phase,,,3.6,500,,"Pruned 2026-09-18 after engineering review: official TECO data show 3.6 kW minimum cooling, 500 L/s minimum airflow and EER 3.3967. No compensating low-load or efficiency advantage versus stronger 12-13 kW survivors.",2026-09-18 06:50:55.431937+00,
46112ddb-4a13-4332-bc89-4d0b6da888fb,TECO,TECO R410A Ducted,TDS130HVDM / TSO130HVDM,TECO TDS130HVDM / TSO130HVDM,current,R410A,,13.00,15.50,5.0,639,,"Official TECO Australia data: 5.0 kW published cooling minimum, 639 L/s Low airflow, R410A and EER 3.43; clearly dominated for low-load/small-zone objective by current 12–13 kW R32 systems with materially lower minimum capacity and airflow and comparable/better efficiency.",2026-09-17 09:40:15.407398+00,
51671e6c-19da-498f-ba87-6fab23b09c64,Toshiba,Toshiba RAV-GM DTP/BTP,RAV-GM1101BTP-A / RAV-GP1101AT8P-A,Toshiba RAV-GM1101BTP-A / RAV-GP1101AT8P-A,current,R32,three-phase,10.0,12.0,2.6,361.0,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,78375105-aa52-44b0-9253-8eea3919f042
f52fe7de-88e1-4fe2-b090-645a033e4816,Toshiba,Toshiba RAV-GM DTP/BTP,RAV-GM1101DTP-A1 / RAV-GM1101ATP-A,Toshiba RAV-GM1101DTP-A1 / RAV-GM1101ATP-A,current,R32,single-phase,,,3.0,466,,"Pruned 2026-09-18 after Toshiba sibling review: official Toshiba AU data show 466 L/s low airflow, 3.0 kW minimum cooling and EER 3.53. The same-capacity high-static GP outdoor variant is stronger, and mid-static BTP alternatives have much lower airflow.",2026-09-18 06:50:55.431937+00,
17921322-2244-49c6-a9fb-4e06cdd431c8,Toshiba,Toshiba RAV-GM DTP/BTP,RAV-GM1101DTP-A1 / RAV-GP1101AT8P-A,Toshiba RAV-GM1101DTP-A1 / RAV-GP1101AT8P-A,current,,three-phase,,,,,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,a4ab1461-7918-42d5-97ca-b60d4136a278
4cc619d1-6bc2-4e98-9e88-502959c4160a,Toshiba,Toshiba RAV-GM DTP/BTP,RAV-GM1401BTP-A / RAV-GP1401AT8P-A,Toshiba RAV-GM1401BTP-A / RAV-GP1401AT8P-A,current,R32,three-phase,12.5,14.0,2.6,416.0,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,f77b07d8-32f8-4b78-9014-0d7cb859b16d
a39033a8-d579-4e95-9f12-0e980bef5518,Toshiba,Toshiba RAV-GM DTP/BTP,RAV-GM1401DTP-A / RAV-GP1401AT8P-A,Toshiba RAV-GM1401DTP-A / RAV-GP1401AT8P-A,current,R32,three-phase,12.5,14.0,,,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,9d3232ec-4673-46a3-b60b-b92183fe5e32
30ba3e08-7494-4845-a089-e14f72d0a6d5,Toshiba,Toshiba RAV-GM DTP/BTP,RAV-GM1401DTP-A1 / RAV-GM1401ATP-A,Toshiba RAV-GM1401DTP-A1 / RAV-GM1401ATP-A,current,R32,single-phase,,,3.0,569,,"Pruned 2026-09-18 after Toshiba sibling review: official Toshiba AU data show 569 L/s low airflow, 3.0 kW minimum cooling and EER 3.27. This is weak for small-zone operation and inferior to both GP outdoor and lower-airflow BTP alternatives.",2026-09-18 06:50:55.431937+00,
d20d6aec-8ba2-4ecb-88a9-b939f13ec8a0,Toshiba,Toshiba RAV-GM DTP/BTP,RAV-GM1401DTP-A1 / RAV-GP1401AT8P-A,Toshiba RAV-GM1401DTP-A1 / RAV-GP1401AT8P-A,current,,three-phase,,,,,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,5d153ebd-a4b9-47ca-9611-b0c0f80c205d
2ae92bce-6d7a-4471-80e6-553e62d15900,Toshiba,Toshiba RAV-GM DTP/BTP,RAV-GM1401DTP-A1 / RAV-GP1401ATP-A,Toshiba RAV-GM1401DTP-A1 / RAV-GP1401ATP-A,current,R32,single-phase,,,2.6,569,,"Pruned 2026-09-18 after Toshiba sibling review: although GP improves minimum cooling to 2.6 kW and EER to 3.54, official Toshiba data still require 569 L/s low airflow; lower-airflow BTP/GP pairing preserves the same 2.6 kW minimum with better small-zone fit.",2026-09-18 06:50:55.431937+00,
